start_time,end_time,room_set
1392077397.0,1392077397.0,"6,2,4,1"
1392077398.0,1392077398.0,"6,2,4,3,1"
1392077398.0,1392077398.0,"6,2,4,1"
1392077399.0,1392077399.0,"6,2,4,3,1"
1392077399.0,1392077399.0,"6,2,4,1"
1392077400.0,1392077400.0,"6,2,4,3,1"
1392077400.0,1392077400.0,"6,2,4,1"
1392077401.0,1392077401.0,"6,2,4,3,1"
1392077401.0,1392077401.0,"6,2,4,1"
1392077402.0,1392077402.0,"6,2,4,3,1"
1392077402.0,1392077402.0,"6,2,4,1"
1392077403.0,1392077403.0,"6,2,4,3,1"
1392077403.0,1392077403.0,"6,2,4,1"
1392077404.0,1392077404.0,"6,2,4,3,1"
1392077404.0,1392077404.0,"6,2,4,1"
1392077405.0,1392077405.0,"6,2,4,3,1"
1392077405.0,1392077405.0,"6,2,4,1"
1392077406.0,1392077406.0,"6,2,4,3,1"
1392077406.0,1392077406.0,"6,2,4,1"
1392077407.0,1392077407.0,"6,2,4,3,1"
1392077407.0,1392077407.0,"6,2,4,1"
1392077408.0,1392077408.0,"6,2,4,3,1"
1392077408.0,1392077408.0,"6,2,4,1"
1392077409.0,1392077409.0,"6,2,4,3,1"
1392077409.0,1392077409.0,"6,2,4,1"
1392077410.0,1392077410.0,"6,2,4,3,1"
1392077410.0,1392077410.0,"6,2,4,1"
1392077411.0,1392077411.0,"6,2,4,3,1"
1392077411.0,1392077411.0,"6,2,4,1"
1392077412.0,1392077412.0,"6,2,4,3,1"
1392077412.0,1392077412.0,"6,2,4,1"
1392077413.0,1392077413.0,"6,2,4,3,1"
1392077413.0,1392077413.0,"6,2,4,1"
1392077414.0,1392077414.0,"6,2,4,3,1"
1392077414.0,1392077414.0,"6,2,4,1"
1392077415.0,1392077415.0,"6,2,4,3,1"
1392077415.0,1392077415.0,"6,2,4,1"
1392077416.0,1392077416.0,"6,2,4,3,1"
1392077416.0,1392077416.0,"6,2,4,1"
1392077417.0,1392077417.0,"6,2,4,3,1"
1392077417.0,1392077417.0,"6,2,4,1"
1392077418.0,1392077418.0,"6,2,4,3,1"
1392077418.0,1392077418.0,"6,2,4,1"
1392077419.0,1392077419.0,"6,2,4,3,1"
1392077419.0,1392077419.0,"6,2,4,1"
1392077420.0,1392077420.0,"6,2,4,3,1"
1392077420.0,1392077420.0,"6,2,4,1"
1392077421.0,1392077421.0,"6,2,4,3,1"
1392077421.0,1392077421.0,"6,2,4,1"
1392077422.0,1392077422.0,"6,2,4,3,1"
1392077422.0,1392077422.0,"6,2,4,1"
1392077423.0,1392077423.0,"6,2,4,3,1"
1392077423.0,1392077423.0,"6,2,4,1"
1392077424.0,1392077424.0,"6,2,4,3,1"
1392077424.0,1392077424.0,"6,2,4,1"
1392077425.0,1392077425.0,"6,2,4,3,1"
1392077425.0,1392077425.0,"6,2,4,1"
1392077426.0,1392077426.0,"6,2,4,3,1"
1392077426.0,1392077426.0,"6,2,4,1"
1392077427.0,1392077427.0,"6,2,4,3,1"
1392077427.0,1392077427.0,"6,2,4,1"
1392077428.0,1392077428.0,"6,2,4,3,1"
1392077428.0,1392077428.0,"6,2,4,1"
1392077429.0,1392077429.0,"6,2,4,3,1"
1392077429.0,1392077429.0,"6,2,4,1"
1392077430.0,1392077430.0,"6,2,4,3,1"
1392077430.0,1392077430.0,"6,2,4,1"
1392077431.0,1392077431.0,"6,2,4,3,1"
1392077431.0,1392077431.0,"6,2,4,1"
1392077432.0,1392077432.0,"6,2,4,3,1"
1392077432.0,1392077432.0,"6,2,4,1"
1392077433.0,1392077433.0,"6,2,4,3,1"
1392077433.0,1392077433.0,"6,2,4,1"
1392077434.0,1392077434.0,"6,2,4,3,1"
1392077434.0,1392077434.0,"6,2,4,1"
1392077435.0,1392077435.0,"6,2,4,3,1"
1392077435.0,1392077435.0,"6,2,4,1"
1392077436.0,1392077436.0,"6,2,4,3,1"
1392077436.0,1392077436.0,"6,2,4,1"
1392077437.0,1392077437.0,"6,2,4,3,1"
1392077437.0,1392077437.0,"6,2,4,1"
1392077438.0,1392077438.0,"6,2,4,3,1"
1392077438.0,1392077438.0,"6,2,4,1"
1392077439.0,1392077439.0,"6,2,4,3,1"
1392077439.0,1392077439.0,"6,2,4,1"
1392077440.0,1392077440.0,"6,2,4,3,1"
1392077440.0,1392077440.0,"6,2,4,1"
1392077441.0,1392077441.0,"6,2,4,3,1"
1392077441.0,1392077441.0,"6,2,4,1"
1392077442.0,1392077442.0,"6,2,4,3,1"
1392077442.0,1392077442.0,"6,2,4,1"
1392077443.0,1392077443.0,"6,2,4,3,1"
1392077443.0,1392077443.0,"6,2,4,1"
1392077444.0,1392077444.0,"6,2,4,3,1"
1392077444.0,1392077444.0,"6,2,4,1"
1392077445.0,1392077445.0,"6,2,4,3,1"
1392077445.0,1392077445.0,"6,2,4,1"
1392077446.0,1392077446.0,"6,2,4,3,1"
1392077446.0,1392077446.0,"6,2,4,1"
1392077447.0,1392077447.0,"6,2,4,3,1"
1392077447.0,1392077447.0,"6,2,4,1"
1392077448.0,1392077448.0,"6,2,4,3,1"
1392077448.0,1392077448.0,"6,2,4,1"
1392077449.0,1392077449.0,"6,2,4,3,1"
1392077449.0,1392077449.0,"6,2,4,1"
1392077450.0,1392077450.0,"6,2,4,3,1"
1392077450.0,1392077450.0,"6,2,4,1"
1392077451.0,1392077451.0,"6,2,4,3,1"
1392077451.0,1392077451.0,"6,2,4,1"
1392077452.0,1392077452.0,"6,2,4,3,1"
1392077452.0,1392077452.0,"6,2,4,1"
1392077453.0,1392077453.0,"6,2,4,3,1"
1392077453.0,1392077453.0,"6,2,4,1"
1392077454.0,1392077454.0,"6,2,4,3,1"
1392077454.0,1392077454.0,"6,2,4,1"
1392077455.0,1392077455.0,"6,2,4,3,1"
1392077455.0,1392077455.0,"6,2,4,1"
1392077456.0,1392077456.0,"6,2,4,3,1"
1392077456.0,1392077456.0,"6,2,4,1"
1392077457.0,1392077457.0,"6,2,4,3,1"
1392077457.0,1392077457.0,"6,2,4,1"
1392077458.0,1392077458.0,"6,2,4,3,1"
1392077458.0,1392077458.0,"6,2,4,1"
1392077459.0,1392077459.0,"6,2,4,3,1"
1392077459.0,1392077459.0,"6,2,4,1"
1392077460.0,1392077460.0,"6,2,4,3,1"
1392077460.0,1392077460.0,"6,2,4,1"
1392077461.0,1392077461.0,"6,2,4,3,1"
1392077461.0,1392077461.0,"6,2,4,1"
1392077462.0,1392077462.0,"6,2,4,3,1"
1392077462.0,1392077462.0,"6,2,4,1"
1392077463.0,1392077463.0,"6,2,4,3,1"
1392077463.0,1392077463.0,"6,2,4,1"
1392077464.0,1392077464.0,"6,2,4,3,1"
1392077464.0,1392077464.0,"6,2,4,1"
1392077465.0,1392077465.0,"6,2,4,3,1"
1392077465.0,1392077465.0,"6,2,4,1"
1392077466.0,1392077466.0,"6,2,4,3,1"
1392077466.0,1392077466.0,"6,2,4,1"
1392077467.0,1392077467.0,"6,2,4,3,1"
1392077467.0,1392077467.0,"6,2,4,1"
1392077468.0,1392077468.0,"6,2,4,3,1"
1392077468.0,1392077468.0,"6,2,4,1"
1392077469.0,1392077469.0,"6,2,4,3,1"
1392077469.0,1392077469.0,"6,2,4,1"
1392077470.0,1392077470.0,"6,2,4,3,1"
1392077470.0,1392077470.0,"6,2,4,1"
1392077471.0,1392077471.0,"6,2,4,3,1"
1392077471.0,1392077471.0,"6,2,4,1"
1392077472.0,1392077472.0,"6,2,4,3,1"
1392077472.0,1392077472.0,"6,2,4,1"
1392077473.0,1392077473.0,"6,2,4,3,1"
1392077473.0,1392077473.0,"6,2,4,1"
1392077474.0,1392077474.0,"6,2,4,3,1"
1392077474.0,1392077474.0,"6,2,4,1"
1392077475.0,1392077475.0,"6,2,4,3,1"
1392077475.0,1392077475.0,"6,2,4,1"
1392077476.0,1392077476.0,"6,2,4,3,1"
1392077476.0,1392077476.0,"6,2,4,1"
1392077477.0,1392077477.0,"6,2,4,3,1"
1392077477.0,1392077477.0,"6,2,4,1"
1392077478.0,1392077478.0,"6,2,4,3,1"
1392077478.0,1392077478.0,"6,2,4,1"
1392077479.0,1392077479.0,"6,2,4,3,1"
1392077479.0,1392077479.0,"6,2,4,1"
1392077480.0,1392077480.0,"6,2,4,3,1"
1392077480.0,1392077480.0,"6,2,4,1"
1392077481.0,1392077481.0,"6,2,4,3,1"
1392077481.0,1392077481.0,"6,2,4,1"
1392077482.0,1392077482.0,"6,2,4,3,1"
1392077482.0,1392077482.0,"6,2,4,1"
1392077483.0,1392077483.0,"6,2,4,3,1"
1392077483.0,1392077483.0,"6,2,4,1"
1392077484.0,1392077484.0,"6,2,4,3,1"
1392077484.0,1392077484.0,"6,2,4,1"
1392077485.0,1392077485.0,"6,2,4,3,1"
1392077485.0,1392077485.0,"6,2,4,1"
1392077486.0,1392077486.0,"6,2,4,3,1"
1392077486.0,1392077486.0,"6,2,4,1"
1392077487.0,1392077487.0,"6,2,4,3,1"
1392077487.0,1392077487.0,"6,2,4,1"
1392077488.0,1392077488.0,"6,2,4,3,1"
1392077488.0,1392077488.0,"6,2,4,1"
1392077489.0,1392077489.0,"6,2,4,3,1"
1392077489.0,1392077489.0,"6,2,4,1"
1392077490.0,1392077490.0,"6,2,4,3,1"
1392077490.0,1392077490.0,"6,2,4,1"
1392077491.0,1392077491.0,"6,2,4,3,1"
1392077491.0,1392077491.0,"6,2,4,1"
1392077492.0,1392077492.0,"6,2,4,3,1"
1392077492.0,1392077492.0,"6,2,4,1"
1392077493.0,1392077493.0,"6,2,4,3,1"
1392077493.0,1392077493.0,"6,2,4,1"
1392077494.0,1392077494.0,"6,2,4,3,1"
1392077494.0,1392077494.0,"6,2,4,1"
1392077495.0,1392077495.0,"6,2,4,3,1"
1392077495.0,1392077495.0,"6,2,4,1"
1392077496.0,1392077496.0,"6,2,4,3,1"
1392077496.0,1392077496.0,"6,2,4,1"
1392077497.0,1392077497.0,"6,2,4,3,1"
1392077497.0,1392077497.0,"6,2,4,1"
1392077498.0,1392077498.0,"6,2,4,3,1"
1392077498.0,1392077498.0,"6,2,4,1"
1392077499.0,1392077499.0,"6,2,4,3,1"
1392077499.0,1392077499.0,"6,2,4,1"
1392077500.0,1392077500.0,"6,2,4,3,1"
1392077500.0,1392077500.0,"6,2,4,1"
1392077501.0,1392077501.0,"6,2,4,3,1"
1392077501.0,1392077501.0,"6,2,4,1"
1392077502.0,1392077502.0,"6,2,4,3,1"
1392077502.0,1392077502.0,"6,2,4,1"
1392077503.0,1392077503.0,"6,2,4,3,1"
1392077503.0,1392077503.0,"6,2,4,1"
