1392112402.0,1392112402.0.1,"6,3"
1392112402.0,1392112402.0,6
1392112403.0,1392112403.0,"5,6,3"
1392112403.0,1392112403.0,"5,6"
1392112403.0,1392112403.0,"6,3"
1392112403.0,1392112403.0,6
1392112404.0,1392112404.0,"5,6,3"
1392112404.0,1392112404.0,"5,6"
1392112404.0,1392112404.0,"6,3"
1392112404.0,1392112404.0,6
1392112405.0,1392112405.0,"5,6,3"
1392112405.0,1392112405.0,"5,6"
1392112405.0,1392112405.0,"6,3"
1392112405.0,1392112405.0,6
1392112406.0,1392112406.0,"5,6,3"
1392112406.0,1392112406.0,"5,6"
1392112406.0,1392112406.0,"6,3"
1392112406.0,1392112406.0,6
1392112407.0,1392112407.0,"5,6,3"
1392112407.0,1392112407.0,"5,6"
1392112407.0,1392112407.0,"6,3"
1392112407.0,1392112407.0,6
1392112408.0,1392112408.0,"5,6,3"
1392112408.0,1392112408.0,"5,6"
1392112408.0,1392112408.0,"6,3"
1392112408.0,1392112408.0,6
1392112409.0,1392112409.0,"5,6,3"
1392112409.0,1392112409.0,"5,6"
1392112409.0,1392112409.0,"6,3"
1392112409.0,1392112409.0,6
1392112410.0,1392112410.0,"5,6,3"
1392112410.0,1392112410.0,"5,6"
1392112410.0,1392112410.0,"6,3"
1392112410.0,1392112410.0,6
1392112411.0,1392112411.0,"5,6,3"
1392112411.0,1392112411.0,"5,6"
1392112411.0,1392112411.0,"6,3"
1392112411.0,1392112411.0,6
1392112412.0,1392112412.0,"5,6,3"
1392112412.0,1392112412.0,"5,6"
1392112412.0,1392112412.0,"6,3"
1392112412.0,1392112412.0,6
1392112413.0,1392112413.0,"5,6,3"
1392112413.0,1392112413.0,"5,6"
1392112413.0,1392112413.0,"6,3"
1392112413.0,1392112413.0,6
1392112414.0,1392112414.0,"5,6,3"
1392112414.0,1392112414.0,"5,6"
1392112414.0,1392112414.0,"6,3"
1392112414.0,1392112414.0,6
1392112415.0,1392112415.0,"5,6,3"
1392112415.0,1392112415.0,"5,6"
1392112415.0,1392112415.0,"6,3"
1392112415.0,1392112415.0,6
1392112416.0,1392112416.0,"5,6,3"
1392112416.0,1392112416.0,"5,6"
1392112416.0,1392112416.0,"6,3"
1392112416.0,1392112416.0,6
1392112417.0,1392112417.0,"5,6,3"
1392112417.0,1392112417.0,"5,6"
1392112417.0,1392112417.0,"6,3"
1392112417.0,1392112417.0,6
1392112418.0,1392112418.0,"5,6,3"
1392112418.0,1392112418.0,"5,6"
1392112418.0,1392112418.0,"6,3"
1392112418.0,1392112418.0,6
1392112419.0,1392112419.0,"5,6,3"
1392112419.0,1392112419.0,"5,6"
1392112419.0,1392112419.0,"6,3"
1392112419.0,1392112419.0,6
1392112420.0,1392112420.0,"5,6,3"
1392112420.0,1392112420.0,"5,6"
1392112420.0,1392112420.0,"6,3"
1392112420.0,1392112420.0,6
1392112421.0,1392112421.0,"5,6,3"
1392112421.0,1392112421.0,"5,6"
1392112421.0,1392112421.0,"6,3"
1392112421.0,1392112421.0,6
1392112422.0,1392112422.0,"5,6,3"
1392112422.0,1392112422.0,"5,6"
1392112422.0,1392112422.0,"6,3"
1392112422.0,1392112422.0,6
1392112423.0,1392112423.0,"5,6,3"
1392112423.0,1392112423.0,"5,6"
1392112423.0,1392112423.0,"6,3"
1392112423.0,1392112423.0,6
1392112424.0,1392112424.0,"5,6,3"
1392112424.0,1392112424.0,"5,6"
1392112424.0,1392112424.0,"6,3"
1392112424.0,1392112424.0,6
1392112425.0,1392112425.0,"5,6,3"
1392112425.0,1392112425.0,"5,6"
1392112425.0,1392112425.0,"6,3"
1392112425.0,1392112425.0,6
1392112426.0,1392112426.0,"5,6,3"
1392112426.0,1392112426.0,"5,6"
1392112426.0,1392112426.0,"6,3"
1392112426.0,1392112426.0,6
1392112427.0,1392112427.0,"5,6,3"
1392112427.0,1392112427.0,"5,6"
1392112427.0,1392112427.0,"6,3"
1392112427.0,1392112427.0,6
1392112428.0,1392112428.0,"5,6,3"
1392112428.0,1392112428.0,"5,6"
1392112428.0,1392112428.0,"6,3"
1392112428.0,1392112428.0,6
1392112429.0,1392112429.0,"5,6,3"
1392112429.0,1392112429.0,"5,6"
1392112429.0,1392112429.0,"6,3"
1392112429.0,1392112429.0,6
1392112430.0,1392112430.0,"5,6,3"
1392112430.0,1392112430.0,"5,6"
1392112430.0,1392112430.0,"6,3"
1392112430.0,1392112430.0,6
1392112431.0,1392112431.0,"5,6,3"
1392112431.0,1392112431.0,"5,6"
1392112431.0,1392112431.0,"6,3"
1392112431.0,1392112431.0,6
1392112432.0,1392112432.0,"5,6,3"
1392112432.0,1392112432.0,"5,6"
1392112432.0,1392112432.0,"6,3"
1392112432.0,1392112432.0,6
1392112433.0,1392112433.0,"5,6,3"
1392112433.0,1392112433.0,"5,6"
1392112433.0,1392112433.0,"6,3"
1392112433.0,1392112433.0,6
1392112434.0,1392112434.0,"5,6,3"
1392112434.0,1392112434.0,"5,6"
1392112434.0,1392112434.0,"6,3"
1392112434.0,1392112434.0,6
1392112435.0,1392112435.0,"5,6,3"
1392112435.0,1392112435.0,"5,6"
1392112435.0,1392112435.0,"6,3"
1392112435.0,1392112435.0,6
1392112436.0,1392112436.0,"5,6,3"
1392112436.0,1392112436.0,"5,6"
1392112436.0,1392112436.0,"6,3"
1392112436.0,1392112436.0,6
1392112437.0,1392112437.0,"5,6,3"
1392112437.0,1392112437.0,"5,6"
1392112437.0,1392112437.0,"6,3"
1392112437.0,1392112437.0,6
1392112438.0,1392112438.0,"5,6,3"
1392112438.0,1392112438.0,"5,6"
1392112438.0,1392112438.0,"6,3"
1392112438.0,1392112438.0,6
1392112439.0,1392112439.0,"5,6,3"
1392112439.0,1392112439.0,"5,6"
1392112439.0,1392112439.0,"6,3"
1392112439.0,1392112439.0,6
1392112440.0,1392112440.0,"5,6,3"
1392112440.0,1392112440.0,"5,6"
1392112440.0,1392112440.0,"6,3"
1392112440.0,1392112440.0,6
1392112441.0,1392112441.0,"5,6,3"
1392112441.0,1392112441.0,"5,6"
1392112441.0,1392112441.0,"6,3"
1392112441.0,1392112441.0,6
1392112442.0,1392112442.0,"5,6,3"
1392112442.0,1392112442.0,"5,6"
1392112442.0,1392112442.0,"6,3"
1392112442.0,1392112442.0,6
1392112443.0,1392112443.0,"5,6,3"
