start_time,end_time,room_set
1392080190.0,1392080190.0,"6,2,4,1"
1392080191.0,1392080191.0,"6,2,4,3,1"
1392080191.0,1392080191.0,"6,2,4,1"
1392080192.0,1392080192.0,"6,2,4,3,1"
1392080192.0,1392080192.0,"6,2,4,1"
1392080193.0,1392080193.0,"6,2,4,3,1"
1392080193.0,1392080193.0,"6,2,4,1"
1392080194.0,1392080194.0,"6,2,4,3,1"
1392080194.0,1392080194.0,"6,2,4,1"
1392080195.0,1392080195.0,"6,2,4,3,1"
1392080195.0,1392080195.0,"6,2,4,1"
1392080196.0,1392080196.0,"6,2,4,3,1"
1392080196.0,1392080196.0,"6,2,4,1"
1392080197.0,1392080197.0,"6,2,4,3,1"
1392080197.0,1392080197.0,"6,2,4,1"
1392080198.0,1392080198.0,"6,2,4,3,1"
1392080198.0,1392080198.0,"6,2,4,1"
1392080199.0,1392080199.0,"6,2,4,3,1"
1392080199.0,1392080199.0,"6,2,4,1"
1392080200.0,1392080200.0,"6,2,4,3,1"
1392080200.0,1392080200.0,"6,2,4,1"
1392080201.0,1392080201.0,"6,2,4,3,1"
1392080201.0,1392080201.0,"6,2,4,1"
1392080202.0,1392080202.0,"6,2,4,3,1"
1392080202.0,1392080202.0,"6,2,4,1"
1392080203.0,1392080203.0,"6,2,4,3,1"
1392080203.0,1392080203.0,"6,2,4,1"
1392080204.0,1392080204.0,"6,2,4,3,1"
1392080204.0,1392080204.0,"6,2,4,1"
1392080205.0,1392080205.0,"6,2,4,3,1"
1392080205.0,1392080205.0,"6,2,4,1"
1392080206.0,1392080206.0,"6,2,4,3,1"
1392080206.0,1392080206.0,"6,2,4,1"
1392080207.0,1392080207.0,"6,2,4,3,1"
1392080207.0,1392080207.0,"6,2,4,1"
1392080208.0,1392080208.0,"6,2,4,3,1"
1392080208.0,1392080208.0,"6,2,4,1"
1392080209.0,1392080209.0,"6,2,4,3,1"
1392080209.0,1392080209.0,"6,2,4,1"
1392080210.0,1392080210.0,"6,2,4,3,1"
1392080210.0,1392080210.0,"6,2,4,1"
1392080211.0,1392080211.0,"6,2,4,3,1"
1392080211.0,1392080211.0,"6,2,4,1"
1392080212.0,1392080212.0,"6,2,4,3,1"
1392080212.0,1392080212.0,"6,2,4,1"
1392080213.0,1392080213.0,"6,2,4,3,1"
1392080213.0,1392080213.0,"6,2,4,1"
1392080214.0,1392080214.0,"6,2,4,3,1"
1392080214.0,1392080214.0,"6,2,4,1"
1392080215.0,1392080215.0,"6,2,4,3,1"
1392080215.0,1392080215.0,"6,2,4,1"
1392080216.0,1392080216.0,"6,2,4,3,1"
1392080216.0,1392080216.0,"6,2,4,1"
1392080217.0,1392080217.0,"6,2,4,3,1"
1392080217.0,1392080217.0,"6,2,4,1"
1392080218.0,1392080218.0,"6,2,4,3,1"
1392080218.0,1392080218.0,"6,2,4,1"
1392080219.0,1392080219.0,"6,2,4,3,1"
1392080219.0,1392080219.0,"6,2,4,1"
1392080220.0,1392080220.0,"6,2,4,3,1"
