1392097114.0,1392097114.0.1,"4,1"
1392097114.0,1392097114.0,"3,1"
1392097114.0,1392097114.0,1
1392097115.0,1392097115.0,"4,3,1"
1392097115.0,1392097115.0,"4,1"
1392097115.0,1392097115.0,"3,1"
1392097115.0,1392097115.0,1
1392097116.0,1392097116.0,"4,3,1"
1392097116.0,1392097116.0,"4,1"
1392097116.0,1392097116.0,"3,1"
1392097116.0,1392097116.0,1
1392097117.0,1392097117.0,"4,3,1"
1392097117.0,1392097117.0,"4,1"
1392097117.0,1392097117.0,"3,1"
1392097117.0,1392097117.0,1
1392097118.0,1392097118.0,"4,3,1"
1392097118.0,1392097118.0,"4,1"
1392097118.0,1392097118.0,"3,1"
1392097118.0,1392097118.0,1
1392097119.0,1392097119.0,"4,3,1"
1392097119.0,1392097119.0,"4,1"
1392097119.0,1392097119.0,"3,1"
1392097119.0,1392097119.0,1
1392097120.0,1392097120.0,"4,3,1"
1392097120.0,1392097120.0,"4,1"
1392097120.0,1392097120.0,"3,1"
1392097120.0,1392097120.0,1
1392097121.0,1392097121.0,"4,3,1"
1392097121.0,1392097121.0,"4,1"
1392097121.0,1392097121.0,"3,1"
1392097121.0,1392097121.0,1
1392097122.0,1392097122.0,"4,3,1"
1392097122.0,1392097122.0,"4,1"
1392097122.0,1392097122.0,"3,1"
1392097122.0,1392097122.0,1
1392097123.0,1392097123.0,"4,3,1"
1392097123.0,1392097123.0,"4,1"
1392097123.0,1392097123.0,"3,1"
1392097123.0,1392097123.0,1
1392097124.0,1392097124.0,"4,3,1"
1392097124.0,1392097124.0,"4,1"
1392097124.0,1392097124.0,"3,1"
1392097124.0,1392097124.0,1
1392097125.0,1392097125.0,"4,3,1"
1392097125.0,1392097125.0,"4,1"
1392097125.0,1392097125.0,"3,1"
1392097125.0,1392097125.0,1
1392097126.0,1392097126.0,"4,3,1"
1392097126.0,1392097126.0,"4,1"
1392097126.0,1392097126.0,"3,1"
1392097126.0,1392097126.0,1
1392097127.0,1392097127.0,"4,3,1"
1392097127.0,1392097127.0,"4,1"
1392097127.0,1392097127.0,"3,1"
1392097127.0,1392097127.0,1
1392097128.0,1392097128.0,"4,3,1"
1392097128.0,1392097128.0,"4,1"
1392097128.0,1392097128.0,"3,1"
1392097128.0,1392097128.0,1
1392097129.0,1392097129.0,"4,3,1"
1392097129.0,1392097129.0,"4,1"
1392097129.0,1392097129.0,"3,1"
1392097129.0,1392097129.0,1
1392097130.0,1392097130.0,"4,3,1"
1392097130.0,1392097130.0,"4,1"
1392097130.0,1392097130.0,"3,1"
1392097130.0,1392097130.0,1
1392097131.0,1392097131.0,"4,3,1"
1392097131.0,1392097131.0,"4,1"
1392097131.0,1392097131.0,"3,1"
1392097131.0,1392097131.0,1
1392097132.0,1392097132.0,"4,3,1"
1392097132.0,1392097132.0,"4,1"
1392097132.0,1392097132.0,"3,1"
1392097132.0,1392097132.0,1
1392097133.0,1392097133.0,"4,3,1"
1392097133.0,1392097133.0,"4,1"
1392097133.0,1392097133.0,"3,1"
1392097133.0,1392097133.0,1
1392097134.0,1392097134.0,"4,3,1"
1392097134.0,1392097134.0,"4,1"
1392097134.0,1392097134.0,"3,1"
1392097134.0,1392097134.0,1
1392097135.0,1392097135.0,"4,3,1"
1392097135.0,1392097135.0,"4,1"
1392097135.0,1392097135.0,"3,1"
1392097135.0,1392097135.0,1
1392097136.0,1392097136.0,"4,3,1"
1392097136.0,1392097136.0,"4,1"
1392097136.0,1392097136.0,"3,1"
1392097136.0,1392097136.0,1
1392097137.0,1392097137.0,"4,3,1"
1392097137.0,1392097137.0,"4,1"
1392097137.0,1392097137.0,"3,1"
1392097137.0,1392097137.0,1
1392097138.0,1392097138.0,"4,3,1"
1392097138.0,1392097138.0,"4,1"
1392097138.0,1392097138.0,"3,1"
1392097138.0,1392097138.0,1
1392097139.0,1392097139.0,"4,3,1"
1392097139.0,1392097139.0,"4,1"
1392097139.0,1392097139.0,"3,1"
1392097139.0,1392097139.0,1
1392097140.0,1392097140.0,"4,3,1"
1392097140.0,1392097140.0,"4,1"
1392097140.0,1392097140.0,"3,1"
1392097140.0,1392097140.0,1
1392097141.0,1392097141.0,"4,3,1"
1392097141.0,1392097141.0,"4,1"
1392097141.0,1392097141.0,"3,1"
1392097141.0,1392097141.0,1
1392097142.0,1392097142.0,"4,3,1"
1392097142.0,1392097142.0,"4,1"
1392097142.0,1392097142.0,"3,1"
1392097142.0,1392097142.0,1
1392097143.0,1392097143.0,"4,3,1"
1392097143.0,1392097143.0,"4,1"
1392097143.0,1392097143.0,"3,1"
1392097143.0,1392097143.0,1
1392097144.0,1392097144.0,"4,3,1"
1392097144.0,1392097144.0,"4,1"
1392097144.0,1392097144.0,"3,1"
1392097144.0,1392097144.0,1
1392097145.0,1392097145.0,"4,3,1"
1392097145.0,1392097145.0,"4,1"
1392097145.0,1392097145.0,"3,1"
1392097145.0,1392097145.0,1
1392097146.0,1392097146.0,"4,3,1"
1392097146.0,1392097146.0,"4,1"
1392097146.0,1392097146.0,"3,1"
1392097146.0,1392097146.0,1
1392097147.0,1392097147.0,"4,3,1"
1392097147.0,1392097147.0,"4,1"
1392097147.0,1392097147.0,"3,1"
1392097147.0,1392097147.0,1
1392097148.0,1392097148.0,"4,3,1"
1392097148.0,1392097148.0,"4,1"
1392097148.0,1392097148.0,"3,1"
1392097148.0,1392097148.0,1
1392097149.0,1392097149.0,"4,3,1"
1392097149.0,1392097149.0,"4,1"
1392097149.0,1392097149.0,"3,1"
1392097149.0,1392097149.0,1
1392097150.0,1392097150.0,"4,3,1"
1392097150.0,1392097150.0,"4,1"
1392097150.0,1392097150.0,"3,1"
1392097150.0,1392097150.0,1
1392097151.0,1392097151.0,"4,3,1"
1392097151.0,1392097151.0,"4,1"
1392097151.0,1392097151.0,"3,1"
1392097151.0,1392097151.0,1
